,username,mentionedUsers
802,This_is_Europe,[]
803,ARISEtv,[]
804,purapuraoul,[]
805,babaoloye63,[]
806,AlisonBandeen,['ajplus']
807,LeicesterWorker,['AJEnglish']
808,NjambiMcgrath,[]
809,legitngnews,[]
810,solutionmediaz,[]
811,moyo_offishall,[]
812,gani_jonathan,[]
813,oxogenanews,[]
814,bubblereports_,[]
815,Jessicalewinsky,[]
816,IIC_,[]
817,CNNAfrica,[]
818,LegalScot,[]
819,adom_tv,[]
820,AAzeezminuwa,[]
821,thijsbouwknegt,[]
822,mynewsghana,[]
823,tik1309,[]
824,Factstvcameroon,[]
825,Nigerialawyers,['Nigerialawyers']
826,4thtelevision,[]
827,TheGreatGumzy,['britishmuseum']
828,EdythK,[]
829,censoj,['AJEnglish']
830,ReutersAfrica,[]
831,emeraldloaded,[]
832,GbetuBlog,[]
833,scudnewsng,[]
834,pitharoy,[]
835,anais_auvray,[]
836,iReporteronline,[]
837,EdumOfong,['BiafraGenocide']
838,OsigweOikirodah,[]
839,darnyill,[]
840,paullewismoney,[]
841,ayim_thomas,[]
842,annabuduson,[]
843,hotstoriesghana,[]
844,NAT_ACCORD,[]
845,Real_AmakaIke,[]
846,julianrademeyer,[]
847,TejumolaDavid2,[]
848,tadewuyi1,[]
849,newsclickngr,[]
850,JennyCampbellKl,[]
851,NewsLocale,[]
852,allafrica,['PremiumTimesng']
853,ReutersIndia,[]
854,ZyiteGadgets,[]
855,kenstine,[]
856,cnni,[]
857,statecraftdaily,[]
858,auwal_musam,"['DrJeremy12', 'ness_md', 'ajplus']"
859,sedgate,[]
860,EbruTVKenya,[]
861,Naf_izz,[]
862,BusinessLiveSA,[]
863,BDliveSA,[]
864,HTSmartcast,"['livemint', 'Shohinisen']"
865,thesunnigeria,[]
866,ReutersIndia,[]
867,gbetutv,[]
868,SteveOladipo,['PremiumTimesng']
869,Reuters,[]
870,NewTelegraphNIG,[]
871,aheartforafrica,[]
872,artnet,[]
873,artytrace,[]
874,GraemeDavis,['ajplus']
875,IlTuriCosta,[]
876,Ian_Fraser,['aberdeenuni']
877,rifnote,[]
878,royalsam_001,[]
879,1962AEFrench,[]
880,YUNGMARC2,[]
881,Sharonheal,[]
882,GbetuBlog,[]
883,usmanyusuf,[]
884,Naijawhatsup,[]
885,StellaDecency,[]
886,Enantomhen,[]
887,megaiconmagg,[]
888,TotorimiBlog,[]
889,jim_dickinson,[]
890,blueprintafric,[]
891,jim_dickinson,[]
892,kervcristo,[]
893,newsafricanow,[]
894,CoffeeLand12,[]
895,fopara03,[]
896,Gistfactory,[]
897,jim_dickinson,[]
898,Reuters,[]
899,kbenart1,['Yahoo']
900,Thengozimedia,[]
901,CulturesAnd,[]
902,jacksudom,[]
903,TheGuildng,[]
904,skepticafro,['aberdeenuni']
905,DolapoAina,[]
906,jim_dickinson,[]
907,Dinyberry,['channelstv']
908,jim_dickinson,[]
909,JoshuaOrizu,[]
910,Adomonline,[]
911,Africa_Archives,[]
912,rifnote,[]
913,Tosinger,[]
914,ReutersIndia,[]
915,mikeangleyo,[]
916,nigeriapen,[]
917,africagoldagen2,[]
918,9ja_breed,[]
919,celebsocialfeed,[]
920,itzjoyvick,['channelstv']
921,OpiyoOloya,[]
922,elliotodia,['channelstv']
923,gistshub,[]
924,flapperpress,[]
925,ajplus,[]
926,omonlakiki,"['aberdeenuni', 'PremiumTimesng']"
927,tunde451,[]
928,melaniegrace72,['aberdeenuni']
929,Real_AmakaIke,[]
930,Chuksbey,['channelstv']
931,StrawberryNG,[]
932,my234Radio,[]
933,djokaymegamixer,[]
934,timethief,[]
935,Nasir33375147,[]
936,OnwardNG,[]
937,SaharaReporters,[]
938,channelstv,[]
939,tweettima,[]
940,africafactss,[]
941,Gidi_Traffic,"['eniola_opeyemi', 'Gidi_Traffic']"
942,Kabiruh1,[]
943,BibliophileVic,[]
944,portrigh,[]
945,LarryLadd1,[]
946,LarryLaddUU,[]
947,bellanaija,[]
948,celebsocialfeed,[]
949,nubiancheetah,['britishmuseum']
950,OnwardNG,[]
951,globalmuseum,[]
952,erikmoshe,[]
953,ProfBethLord,"['aberdeenuni', 'uoacollections']"
954,PorscheClassy,[]
955,Sinbo1972,['lovejoyapod']
956,DrDonnaYates,[]
957,dwatchnews_eur,[]
958,dwatchnews_afr,[]
959,zelafrica,[]
960,DJAM2019_cmni,[]
961,OurnaijanewsC,[]
962,Reuters,[]
963,bcnn1,[]
964,PremiumTimesng,[]
965,EboSmith14AFC,[]
966,ArtistLR,[]
967,AfricaFactsZone,[]
968,RoTweet,[]
969,bet9jas,[]
970,dailynewskit1,[]
971,ehigeorge1,[]
972,TheMrnass,['MobilePunch']
973,Irunmolenlateam,[]
974,adeola2502,[]
975,Irunmolenla,[]
976,TheNationalNews,[]
977,DesMchlmcgnn,[]
978,mapocoloco,[]
979,DpStateFuneral,['AJEnglish']
980,Stressed_Eric72,[]
981,BBXAfrica,[]
982,HeraldAfrican,[]
983,SarahBaccianti,['aberdeenuni']
984,ReutersIndia,[]
985,THISDAYarts,[]
986,MediabypassN,[]
987,kingnorbb,[]
988,ArenaNorbis,[]
989,cnni,[]
990,roteespero,[]
991,fatiabubakarr,[]
992,TheChestnutPost,[]
993,MixtapeMadness,['LastoftheYaws']
994,Naijanews_pilot,[]
995,9jalinksmedia,[]
996,Lazambiana,[]
997,Awarenesblog9ja,[]
998,FujiiPonta,[]
999,mkogunbunmi,['lagoscityvoice']
1000,TheNewDiplomat1,[]
1001,NewDiplomat1,[]
1002,TheNationalNews,[]
1003,FinPlanKaluAja1,['googlenews']
1004,_IPascual,[]
1005,Arjanti1970,[]
1006,omoayeni01,['MobilePunch']
1007,SchengenStory,[]
1008,BusinessPostNG,[]
1009,camilo_caravela,[]
1010,Reuters,[]
1011,NYArtLife1,[]
1012,TheAndreaDavy,[]
1013,TheGuildng,[]
1014,MalikAndTheOGs,"['uoacollections', 'glasgow_sugar']"
1015,artnews,[]
1016,MCHammer,['profdanhicks']
1017,Othyforyou,[]
1018,StealingCulture,[]
1019,bbcnewspidgin,[]
1020,KemeticHistory,[]
1021,Augusti76310381,[]
1022,pinnaclehills,[]
1023,Augusti76310381,['aberdeenuni']
1024,VertiKalMagZine,[]
1025,eniolaofLagos,['Gidi_Traffic']
1026,johnsnowkanu,['Naija_PR']
1027,eINpidgin_,[]
1028,publicsphereng,[]
1029,BusinessPostNG,[]
1030,MobilePunch,[]
1031,Nkulie14,[]
1032,StyleRave__,[]
1033,blickbassy,[]
1034,LiamSco79664081,[]
1035,HistoryExtra,['guardian']
1036,Thepoliticonews,['thepolitico']
1037,Ambera88371847,[]
1038,CFOPUBREL,[]
1039,kcnaija,[]
1040,CFOPUBREL,[]
1041,BigSkyGuy57,[]
1042,Panafricaines,[]
1043,MAD_DIASPORA,[]
1044,SouthpostN,[]
1045,AbujaRock_Com,[]
1046,raziaiqbal,"['aberdeenuni', 'bbcworldservice']"
1047,sodustrends,[]
1048,Gistloversblog1,[]
1049,newsbreakngr,"['FMICNigeria', 'NigeriaGov', 'EdoStateGovt', 'GovernorObaseki', 'aberdeenuni']"
1050,hnscart,[]
1051,ArtVilmos,[]
1052,Yeboyimi,[]
1053,africabnn,[]
1054,alasdairnichol,[]
1055,margreis9,['AJEnglish']
1056,SmartAtuadi,[]
1057,rapunzelwaves,[]
1058,sodustrends,[]
1059,21stCChronicle,[]
1060,MarvelObiaso,[]
1061,SusannaKearsley,['uoacollections']
1062,Ghizzi_d,['race_uwe']
1063,Jonansah,[]
1064,ColonialNEScot,['uoacollections']
1065,DDIndialive,[]
1066,WorkInHeritage,[]
1067,ManagerMind1,[]
1068,AFFORD_UK,[]
1069,DFofFreedom,['aberdeenuni']
1070,elginism,[]
1071,fictionarrative,[]
1072,syydking,[]
1073,ARYNEWSOFFICIAL,[]
1074,okemukwuzi,[]
1075,Louiseontwitr,['TheNationalNews']
1076,9ja_breed,[]
1077,WorldGovDepart,['aberdeenuni']
1078,Naija_PR,[]
1079,uoacollections,[]
1080,uoacollections,[]
1081,AlArabiya_Eng,[]
1082,sedgate,[]
1083,sarahleah1,[]
1084,mrtomwebster,"['aberdeenuni', 'profdanhicks']"
1085,todayng,[]
1086,thecableng,[]
1087,nkazzykeith,['TimesLIVE']
1088,ZaenKasturi,"['anwaribrahim', 'AJEnglish']"
1089,BhmUK,[]
1090,AfemaiR,[]
1091,PaxScotland,[]
1092,thecableng,[]
1093,LizARees,[]
1094,BarbaraMulvaney,['AJEnglish']
1095,N_Circular,[]
1096,WuzupNigeria,[]
1097,MrMatthewMoran,[]
1098,danwibg,[]
1099,thisislagos1,[]
1100,Phil_Free_,[]
1101,DrDonnaYates,[]
1102,delinjerosin,[]
1103,NewsCentralTV,[]
1104,Mike78894815,[]
1105,justcrushme,[]
1106,Shahid11828,[]
1107,HommeClasique,['CNNAfrica']
1108,Blacksregion,[]
1109,DE_Valentino_DE,[]
1110,C_Rich75,['TimesLIVE']
1111,justeventsonlin,[]
1112,joaomcrodrigues,[]
1113,mus_ethno_group,[]
1114,KemiOwonibi,['CNNAfrica']
1115,OloriSupergal,[]
1116,Urch_mann,[]
1117,mynbc15,[]
1118,Its_Rid,[]
1119,arlenedavila1,[]
1120,SSsandhu1,"['FarmStudioz', 'sialmirzagoraya']"
1121,BritannicaPax,[]
1122,CNNAfrica,[]
1123,cnni,[]
1124,FlashcrunchCom,[]
1125,MeloniFulvio,[]
1126,feedpushr,[]
1127,TheRadioTFI,[]
1128,jbgreen52,['AJEnglish']
1129,mickiebrownkie,[]
1130,ActusPays,[]
1131,Reuters,[]
1132,Reuters,[]
1133,samirasawlani,[]
1134,AJENews,[]
1135,plunderedart,[]
1136,ShivaForJustice,"['GOVUK', 'AJEnglish']"
1137,duduhousestudio,[]
1138,DatelineNG,"['aberdeenuni', 'DatelineNG']"
1139,Tkarera,[]
1140,thelensnewsng,[]
1141,Hamza_Africa,[]
1142,ththighland,['aberdeenuni']
1143,bet9jas,[]
1144,horusafrika,[]
1145,CorbinBrodie,[]
1146,AJEnglish,[]
1147,Simply_dayor,[]
1148,MkpeAbang,"['10DowningStreet', 'UKinNigeria', '_AfricanUnion', 'UN']"
1149,umac_icom,[]
1150,TimesLIVE,[]
1151,AfricaTimesofN1,[]
1152,greg_jenner,[]
1153,WIONews,[]
1154,TheVoiceNews,[]
1155,EhiEhidan,[]
1156,tsga0,[]
1157,TSTGA2,[]
1158,EhiEhidan,[]
1159,ArcheologiaZywa,[]
1160,MiddleEastTon,[]
1161,LegalKant,"['aberdeenuni', 'HCI_London', 'britishmuseum', 'V_and_A']"
1162,ticiaverveer,[]
1163,chimbiko_jerome,[]
1164,additivism,[]
1165,tracychristie16,['aberdeenuni']
1166,etemi,[]
1167,AfricajnViu,[]
1168,TregaskesW,[]
1169,Julia_Blaise,[]
1170,arabnews,[]
1171,ClearyMaryKate,[]
1172,onlinenigeria,[]
1173,MiddleEastTon,[]
1174,LatestN72062740,[]
1175,qqistauri,[]
1176,alicampsie75,"['aberdeenuni', 'TheScotsman']"
1177,Moonbootica,[]
1178,msbahari,[]
1179,Arjanti1970,[]
1180,MorganW_B,['aaprocter']
1181,DatelineNG,[]
1182,newzpick1,[]
1183,LagMetropolitan,"['LagMetropolitan', 'NigerianMuseums', 'aberdeenuni', 'victorsozaboy']"
1184,mlnangalama,['perilofafrica']
1185,NigeriaNewsdesk,[]
1186,German_Dictator,[]
1187,Margaret91448,[]
1188,MairiLafferty,[]
1189,barasajoel2,[]
1190,AndyVermaut,[]
1191,DecolonialUCD,[]
1192,DebsF319,[]
1193,Mkbliz1,[]
1194,brenda_fx0,[]
1195,GalleryFrank,[]
1196,artrecovery,[]
1197,MacalisterFiona,"['heraldscotland', 'uoacollections', 'aberdeenuni']"
1198,foodiegreedie,[]
1199,NewTelegraphNIG,[]
1200,foodiegreedie,[]
1201,drdivine,[]
1202,CJXCII,[]
1203,thetimes,[]
1204,PlutoPress,['profdanhicks']
1205,filsdelenin,[]
1206,Reuters,[]
1207,freepeeper,[]
1208,RipplesNG,[]
1209,WIrokosu,[]
1210,ehicliff,[]
1211,SilimelaN,[]
1212,schicone,[]
1213,JHUHeritage,[]
1214,emergentp,[]
1215,godgate223,[]
1216,libbyegeorge,"['aberdeenuni', 'NigeriaNcmm', 'PaulCarsten']"
1217,Ladi_Dairo,['aberdeenuni']
1218,JerryHicksUnite,[]
1219,tmacbond,"['FatherlandGroup', 'Adenike_Johnson', 'clarionem', 'Oluseunie', 'MASKURAID', 'RBiakpara', 'Akure4Life']"
1220,Izzabilla,[]
1221,carolanne_king,[]
1222,PMugoMugo,[]
1223,george_mckay,['SainsburyCentre']
1224,0vienrioba,[]
1225,aberdeenuni,[]
1226,DeviStCharles,[]
1227,UniMuseumsScot,"['uoacollections', 'umac_icom', 'IcomOfficiel', 'Universeum_eu', 'BrutishMuseum', 'ScotFundCouncil']"
1228,cgtnafrica,[]
1229,bushysiddiq,[]
1230,oloriogun_,[]
1231,ignacioalperin,[]
1232,radicalise1,[]
1233,james3neal,[]
1234,thistoomustpass,['guardian']
1235,mrNedic,[]
1236,OnlyAfricaFacts,[]
1237,DavidOlusoga,[]
1238,GroomB,[]
1239,apnewsngr,[]
1240,tanglewood1234,[]
1241,SeunShey,[]
1242,IAL_art_law,[]
1243,AGCC_Seona,['aberdeenuni']
1244,Rosanna63288586,[]
1245,RohanGreyFA,[]
1246,cgartadvisory,[]
1247,SamiraNadkarni,[]
1248,incunabula,[]
1249,custosrotulorum,[]
1250,AfricaTimesofN1,[]
1251,AfricaTimesofN1,[]
1252,UnionBlacks,[]
1253,GdnScotland,"['Lanre_Bakare', 'aberdeenuni']"
1254,jasminedotiwala,['britishmuseum']
1255,cgartadvisory,[]
1256,morakinyo1tunde,[]
1257,todayng,[]
1258,cobbo3,[]
1259,andreaac,[]
1260,BSUHeritage,[]
1261,ianbirrell,['aberdeenuni']
1262,induswaliarch,"['aberdeenuni', 'uoacollections']"
1263,EdmundTrotter,[]
1264,hunteriandir,['Alison_Douglaz']
1265,writeonline1,[]
1266,ITIMAT_network,[]
1267,ekohotblog,[]
1268,ainajkhan,[]
1269,dalliasd,[]
1270,laurabrunell,[]
1271,DionneGrant,[]
1272,FionaGrahame,['FionaGrahame']
1273,butterflytongue,[]
1274,kambrone64,[]
1275,Fergusbartfast,[]
1276,BryonyCoombs,[]
1277,hes153ter,[]
1278,NarudaaArnaud,[]
1279,josefinebjork,['aberdeenuni']
1280,IrnBrutime,"['PresidencyGR', 'PrimeministerGR', 'BorisJohnson', 'cultureGR']"
1281,MouthPurdy,[]
1282,northsoundnews,[]
1283,LewisMichie0,[]
1284,aaprocter,[]
1285,KennethTharp,[]
1286,ArteGlobale,[]
1287,UllaMR,['aberdeenuni']
1288,stitzch,[]
1289,Justin_Hewart,[]
1290,hunteriandir,"['uoacollections', 'umac_icom', 'IcomOfficiel', 'Universeum_eu', 'BrutishMuseum']"
1291,WordSparks,[]
1292,MartinMurphy001,[]
1293,VaughanCoop,['aberdeenuni']
1294,KD_Storymaking,[]
1295,TheBEFS,[]
1296,AbiodunBorisade,[]
1297,avecozave,[]
1298,louisewelsh00,"['aberdeenuni', 'britishmuseum']"
1299,joantilou,[]
1300,13SciDave,[]
1301,TheRetweeterNg,[]
1302,MotorKwad,[]
1303,ReutersAfrica,[]
1304,chimran55,[]
1305,Africa_RB,[]
1306,AshrfSben,[]
1307,Muhabarishaji,[]
1308,Sharonheal,[]
1309,iNews24,[]
1310,omoluwabi,[]
1311,Gamb0,[]
1312,katebrownDE,"['aberdeenuni', 'naomikrea']"
1313,PaulEfambejr,[]
1314,Balkan_Dave,[]
1315,krisberwouts,[]
1316,susannajorek,[]
1317,1stnewsng,[]
1318,gurutobiano,[]
1319,UK_ICOM,['uoacollections']
1320,jenkers_en,[]
1321,libby_brooks,['Lanre_Bakare']
1322,ReutersUK,[]
1323,Businessideas42,[]
1324,rishie_,['thewrittenro']
1325,garethharr,[]
1326,juergenzimmerer,[]
1327,aliyutanko,[]
1328,NeverStealMyCat,[]
1329,Scotland4me,[]
1330,Reuters,[]
1331,ChidiOdinkalu,"['waikwawanyoike', 'anthonyrichter', 'aberdeenuni']"
1332,ward_esme,[]
1333,AylettSamuel,[]
1334,nyakatewetewe,[]
1335,havantacluOTMP,[]
1336,TryNaija,[]
1337,OurnaijanewsC,[]
1338,ZoeCormack,[]
1339,_nigelball,[]
1340,STForeignDesk,[]
1341,BritishHeraldUK,[]
1342,ReutersUK,[]
1343,newsinvesting,[]
1344,amarchibong,[]
1345,magnusllewellin,[]
1346,CathyHickley,[]
1347,helenyg,[]
1348,KnowThisng,[]
1349,US__News,[]
1350,SophiaSleigh,[]
1351,EmekaOkoye,"['RGAMeyer', 'profdanhicks', 'MCHammer', 'kidehen', 'uwagbale_', 'asemota']"
1352,jim_dickinson,[]
1353,histgeoblog,[]
1354,JDunning64,[]
1355,KrishnaKdatta43,[]
1356,dev_discourse,[]
1357,thegistofit,[]
1358,todayng,[]
1359,ImAdeAkins,[]
1360,FlaShBloGLive,[]
1361,kokomansionnews,[]
1362,MarkGio1,[]
1363,wesley778,[]
1364,simoninou,[]
1365,paulclift01,[]
1366,SaadAiisha,[]
1367,goodblacknews,[]
1368,enebome,['MariaWiesner']
1369,kadrawd,[]
1370,PierreCiric,[]
1371,GabySmithTV,[]
1372,BrutishMuseum,[]
1373,WaYs2rOcK,[]
1374,ExBulletinUk,[]
1375,GJabuani,[]
1376,guardiannews,[]
1377,profdanhicks,['thetimes']
1378,londonartnews,[]
1379,NoorNicolas,[]
1380,profdanhicks,"['CathyHickley', 'TheArtNewspaper']"
1381,profdanhicks,['Lanre_Bakare']
1382,RadioWrexham,[]
1383,guardian,[]
1384,Ekklesia_co_uk,[]
1385,digbescully,[]
1386,McZinsou,[]
1387,AdelaideDamoah,[]
1388,newsasia360,[]
1389,HughJaeger,"['aberdeenuni', 'britishmuseum', 'BCRPM']"
1390,indyscotnews,['NewsOrkney']
1391,AhmadNorMaulana,[]
1392,mlnangalama,['perilofafrica']
1393,TheArtNewspaper,['aberdeenuni']
1394,profdanhicks,[]
1395,guardianculture,[]
1396,BarnabyPhillips,[]
1397,NewsOrkney,[]
1398,FionaGrahame,[]
1399,thenewsnigeria,[]
1400,ElJuvante,['uwagbale_']
1401,BobuAfrica,['officialarthub']
1402,antbase10,[]
1403,gbetutv,[]
1404,omoayeni01,[]
1405,NigeriaNewsdesk,[]
1406,fatimamualima,[]
1407,AbstractPatrick,['andrew_wilson_a']
1408,OyomwanO,[]
1409,naijachoice01,[]
1410,leroybrown_1,[]
1411,lbljewelry,['Etsy']
1412,SuzyMoore75,"['Angelin25395575', 'shahmiruk']"
1413,ValleyViewNews,[]
1414,andrewahala,"['victorsozaboy', 'britishmuseum']"
1415,Jordan9ja,[]
1416,Angelin25395575,['shahmiruk']
1417,Julisuma,[]
1418,KwameGilbert,[]
1419,EmekaOkoye,"['MCHammer', 'profdanhicks', 'kidehen', 'uwagbale_', 'asemota']"
1420,Jordan9ja,[]
1421,zubbyTV_,[]
1422,Naija360_ng,[]
1423,bodexng,[]
1424,HurstPublishers,['paddydocherty']
1425,niyitabiti,[]
1426,misspetitenaija,[]
1427,nairaland,[]
1428,CenNigeriaPro,[]
1429,lawakhigbe_com,[]
1430,odb_ray,['AfricaFactsZone']
1431,Olukad1,['thecableng']
1432,AndersChukwu,"['LiamWat700612', 'sam17266749', 'TinaBob2021', 'BigGiraffeAW']"
1433,StressArt,[]
1434,Mkbliz1,['PDChinaLife']
1435,paddydocherty,['HurstPublishers']
1436,paddydocherty,['HurstPublishers']
1437,JavierPes1,"['Angela_stienne', 'BenjaminLocoge']"
1438,DrDonnaYates,[]
1439,pedeoma,['AshionyeOgene']
1440,sexyqwin,[]
1441,Demurleigh,[]
1442,nigeriantribune,[]
1443,brianpiercy,['BBCWorld']
1444,clydemudzvova,"['John1JZ', 'SkyNews', 'BorisJohnson', 'NHM_London']"
1445,EmekaOkoye,"['MCHammer', 'profdanhicks']"
1446,emmanueludeonwu,[]
1447,AA_Kultur,"['SavvyArtSpace', 'GERinNigeria', 'NigeriaBerlin']"
1448,NationalDailyNG,[]
1449,ArtsPro,['BarnabyPhillips']
1450,NatGalleryZimb,"['profdanhicks', 'oxford_uni']"
1451,nsengoba,[]
1452,AnneRPierce,[]
1453,pfirsch,[]
1454,NoWayMay2,"['FingersLily', 'foxyjeepster', 'JBainsworthy', 'Tricky9993']"
1455,s_pooley,[]
1456,Zubairthedream,['thequeenze']
1457,BoneKnightmare,[]
1458,serious2020,"['moorbey', 'onyxgod32', 'BabaAk', 'AfricanQuick', 'CosmicAfricana', 'duanedeterville', 'kzshabazz', 'CabralSankara_X', 'uniqueloves', 'Global_Sisterz', 'IAMHUMMINGBIRD', 'KamauRashid']"
1459,SeunMike,[]
1460,SmartAtuadi,[]
1461,zone_african,[]
1462,Nickfromupnorth,[]
1463,sscgossip,[]
1464,UyiosaOM,[]
1465,Katombozi,[]
1466,lbljewelry,['Etsy']
1467,Soulmedika,[]
1468,Soulmedika,['SkyNews']
1469,ATGBrokers,[]
1470,Carmenrio2504,[]
1471,MarioIAguilar,[]
1472,jeffwilliams2x2,[]
1473,pinkWatanabe,[]
1474,StudioAfrika,"['glchouin', 'martin_rempe']"
1475,artymartty,[]
1476,Russboy11,['Alan_Measles']
1477,Muffinink,[]
1478,abu_shaw,[]
1479,Marplesmarbles,[]
1480,Marplesmarbles,[]
1481,GirlRacerSian,[]
1482,AnuKeinanen,[]
1483,Abraham00939172,[]
1484,Spurlin23,['eBay']
1485,Spurlin23,['eBay']
1486,Visiongeo,[]
1487,LegaciesofPast,[]
1488,PS641600,[]
1489,bushysiddiq,[]
1490,jjcornish,[]
1491,Sheeraz037,[]
1492,wood5y,"['CrispinMount', 'Nissemus']"
1493,Christjunior43,[]
1494,partnerwithJen,[]
1495,shrey821,[]
1496,PRincolour,[]
1497,jamjam_ftgf,[]
1498,jamesmjharrison,[]
1499,OdysseyGCLLC,[]
1500,dondee_don,"['EmekaOkoye', 'MCHammer']"
1501,onepercenter13,[]
1502,tusksandall,[]
1503,AndForgiveUs,[]
1504,OpBlackVote,[]
1505,gistvile,[]
1506,SeaGypsy15,['Etsy']
1507,james_yeku,[]
1508,SeaGypsy15,['Etsy']
1509,NLFG,[]
1510,seefinish,[]
1511,BelongingMeans,[]
1512,lui_log,[]
1513,charles70009741,[]
1514,andorinh1,[]
1515,News247WP_break,[]
1516,Mood_Ring_Bot,[]
1517,BBCNews,[]
1518,Deeyaa2020,[]
1519,lovabledaniels_,[]
1520,aue_danke,[]
1521,hamaramagnews,[]
1522,thackshaw,[]
1523,gatmash,[]
1524,Agregenpoche,[]
1525,barasajoel2,[]
1526,Trialanderror_v,[]
1527,volkerschunck,[]
1528,chimran55,[]
1529,brianlaungaoaeh,[]
1530,DrDavidLRoberts,[]
1531,EmekaOkoye,['MCHammer']
1532,EmekaOkoye,['MCHammer']
1533,CradlesnLabels,[]
1534,lance458,[]
1535,Nickfromupnorth,[]
1536,PageHSArt,[]
1537,Raphleta,[]
1538,omoluwabi,[]
1539,Mikepeeljourno,['BarnabyPhillips']
1540,SankaChandima,[]
1541,andrewgmorton,[]
1542,gavinmyaz,[]
1543,dondee_don,[]
1544,nazaninemoshiri,['BarnabyPhillips']
1545,peterstopcrime,[]
1546,PenelopeWickson,[]
1547,soladeyemi,[]
1548,isearch247,[]
1549,terpsichore_los,[]
1550,smithie1,[]
1551,f_anhalt,[]
1552,SublimeMagazine,['WoolleyWallis']
1553,KaleemKhan84,[]
1554,jogany,[]
1555,EZuelow,[]
1556,nikkysports,[]
1557,m4alabi,[]
1558,Deto_Ladi,[]
1559,chinamoses,[]
1560,bigTunde,[]
1561,ClaireMCathrine,[]
1562,MWILON,[]
1563,tabstricks,[]
1564,lossonpierre,[]
1565,kirigwi,[]
1566,melasface,[]
1567,mervz2targets,[]
1568,mariaakin8,[]
1569,amritsood3,[]
1570,godeski,[]
1571,BHPanimalwatch,[]
1572,DatBlackGurl,[]
1573,BrightonBH,[]
1574,analuciaraujo_,[]
1575,AB97_0,[]
1576,EmmaHslwd,[]
1577,jSWahutu_nyu,[]
1578,Tony3di,[]
1579,kola_aina,[]
1580,industrialarts,[]
1581,rolake_a,"['folukeifejola', 'chizobaimoka']"
1582,artrecovery,[]
1583,tolaadesanmi,[]
1584,brunogarcez,['BarnabyPhillips']
1585,CousinsClubOrg,[]
1586,Ladi_Dairo,[]
1587,NewsEverything_,[]
1588,artcrimeHQ,['YahooNews']
1589,__Interfaith__,[]
1590,amstelnews,[]
1591,worldnewsdotcom,[]
1592,mahdia2009,[]
1593,KristinHausler,[]
1594,saiduabubakar96,[]
1595,Will6And7Ric,[]
1596,tmacbond,['Oluseunie']
1597,BarnabyPhillips,[]
1598,storyvilled,[]
1599,AfricaTimesofN1,[]
1600,wardenghlive,[]
1601,simonpzwallis,[]
1602,BlkBritDem,[]
1603,LisaGravesBMAG,[]
1604,Gamb0,[]
1605,NimalJude,[]
1606,thistoomustpass,['BBCNews']
1607,Larabeirut,[]
1608,JLynnFraser1,[]
1609,anamafalda1992,[]
1610,Nasidi_Kura,[]
1611,NewsScrollngr,[]
1612,leinfelder27,[]
1613,simboti_,[]
1614,ARobertsjourno,['BarnabyPhillips']
1615,SpiritintheHood,[]
1616,KatyavdGK,[]
1617,BolajiAremo,[]
1618,underoneceiling,[]
1619,skepticafro,['BarnabyPhillips']
1620,TipsLives,[]
1621,ltravel395,[]
1622,Santanumalbum,[]
1623,akbarth3great,[]
1624,BBCWorld,[]
1625,Aforlyn1,['alecdoomadgee']
1626,_MukhtarAde,['imasuen_design']
1627,lbljewelry,['Etsy']
1628,SFLHAMAW,[]
1629,SFLHAMAW,[]
1630,Olukad1,"['lastringmaster', 'KeishaBee626']"
1631,olufemi54,[]
1632,ventacademy,[]
1633,Omokoshaban,[]
1634,ChyLady,"['nadinebh_', 'chrisshipitv']"
1635,AB97_0,[]
1636,Austin_Rioba,[]
1637,Austin_Rioba,[]
1638,profdanhicks,"['ExogenesisHH', 'CathyHickley']"
1639,KeneAnosike,"['BBCAfrica', 'clarespencer']"
1640,avamomoh,"['snagapus', 'reminola']"
1641,carbo2002,"['simon4124', 'berriojo1', 'newsbusters']"
1642,naturalroomni,[]
1643,AOdigbe,[]
1644,readbookNG,[]
1645,RamoniOba,[]
1646,PlentywakaNG,[]
1647,CrowsQuartz,[]
1648,tonythomasldn,[]
1649,tonythomasldn,[]
1650,Ruggeddefender5,"['jon_d_doe', 'MrOdanz']"
1651,FegurTrump,['RoyalFamily']
1652,iamchukwudi_,['AfricaFactsZone']
1653,LotsRdAuctions,[]
1654,profdanhicks,['MCHammer']
1655,profdanhicks,['MCHammer']
1656,aminumam05,['Lollyter_']
1657,Spurlin23,['eBay']
1658,ToniAnneU,"['asemota', 'ikhide']"
1659,myindigobook,[]
1660,Spurlin23,['eBay']
1661,sulphurmuseum,[]
1662,newyorknewart,[]
1663,newyorknewart,[]
1664,profdanhicks,"['IainArchaeolog', 'spectator']"
1665,GroovySciFi,[]
1666,jwestjourno,['lottelydia']
1667,lottelydia,[]
1668,DavidCampaign,"['MissMcKenna394', 'Ilikegulls', 'profdanhicks']"
1669,then0stalgicone,[]
1670,cufdas,[]
1671,lbljewelry,['Etsy']
1672,energyconcept4,[]
1673,energyconcept4,[]
1674,chinenyebella,[]
1675,chinenyebella,"['11wandz', 'somii445', 'GoldenBalance86', 'princeiel', 'GarveyBlizz', 'IAOkowa', 'Ifeallenonyema', 'UNHumanRights', 'MobilePunch', 'JohnCampbellcfr', 'JonathanCoopr', 'CFR_org', 'WashTimes', 'simon_ekpa', 'MaziNnamdlKanu']"
1676,DavidCampaign,[]
